NWCG_REPORTING_UNIT_NAME,DURATION,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE
Sierra National Forest,0,Campfire,0.1,37.28055556,-119.5172222
Tahoe National Forest,0,Campfire,0.01,39.33194444,-120.8247222
Lake Tahoe Basin Management Unit,0,Miscellaneous,0.1,38.98583333,-120.0994444
Hoopa Valley Tribe,0,Arson,0.2,41.0619,-123.685
Hoopa Valley Tribe,1,Arson,0.1,41.0825,-123.6908
Hoopa Valley Tribe,1,Arson,2.5,41.0392,-123.66
Hoopa Valley Tribe,0,Fireworks,0.3,41.0444,-123.6692
Hoopa Valley Tribe,0,Arson,0.1,41.0517,-123.6814
Northern California District,0,Campfire,0.1,40.6989,-124.2755
Northern California District,0,Missing/Undefined,0.6,41.8586,-120.1594
Santa Monica Mountains National Recreation Area,0,Missing/Undefined,0.6,34.1886,-118.8831
Tule River Agency,0,Miscellaneous,0.3,36.02706,-118.79294
San Diego National Wildlife Refuge,0,Arson,0.1,32.58805556,-117.1213889
Sacramento National Wildlife Refuge,0,Miscellaneous,0.2,39.4075,-122.1361111
Amador-El Dorado Unit,,Debris Burning,0.1,38.811763,-120.808596
Amador-El Dorado Unit,,Miscellaneous,0.4,38.682761,-121.091131
San Bernardino Unit,,Debris Burning,0.25,34.436602,-116.883702
San Benito-Monterey Unit,,Missing/Undefined,0.8,36.823438,-121.384994
San Benito-Monterey Unit,,Missing/Undefined,3,36.942294,-121.376763
Butte Unit,,Missing/Undefined,1.1,39.742686,-121.55142
Butte Unit,,Children,1,39.84955,-121.919331
San Mateo-Santa Cruz Unit,,Miscellaneous,0.16,37.053889,-122.039722
San Mateo-Santa Cruz Unit,,Debris Burning,0.05,36.971189,-121.774739
San Mateo-Santa Cruz Unit,,Arson,0.02,37.440155,-122.399596
Fresno-Kings Unit,,Miscellaneous,1,36.76484,-119.663823
Fresno-Kings Unit,,Children,1,36.738508,-119.65499
Fresno-Kings Unit,,Miscellaneous,1,36.582579,-119.737001
Fresno-Kings Unit,,Missing/Undefined,0.02,36.976668,-119.334442
Fresno-Kings Unit,,Miscellaneous,1,36.689514,-119.5598
Lassen-Modoc Unit,,Miscellaneous,0.04,41.501755,-120.545211
Sonoma-Lake Napa Unit,,Miscellaneous,0.5,38.303768,-122.708162
Sonoma-Lake Napa Unit,,Missing/Undefined,0.1,38.547279,-122.870912
Sonoma-Lake Napa Unit,,Arson,1,38.506181,-122.903589
Merced-Mariposa Unit,,Missing/Undefined,0.1,37.023939,-120.08068
Merced-Mariposa Unit,,Missing/Undefined,0.1,36.98675,-120.03782
Merced-Mariposa Unit,,Miscellaneous,36,36.96692,-119.793928
Merced-Mariposa Unit,,Children,0.1,37.426657,-120.799467
Merced-Mariposa Unit,,Miscellaneous,0.05,37.524926,-120.329651
Merced-Mariposa Unit,,Missing/Undefined,0.1,36.99634,-120.074179
Merced-Mariposa Unit,,Miscellaneous,0.25,36.9687,-120.067995
Merced-Mariposa Unit,,Miscellaneous,0.1,37.280338,-120.596924
Merced-Mariposa Unit,,Arson,0.1,37.697634,-120.184124
Merced-Mariposa Unit,,Miscellaneous,0.08,37.389464,-120.599874
Merced-Mariposa Unit,,Children,1,37.355601,-120.576669
Merced-Mariposa Unit,,Miscellaneous,0.1,37.382205,-120.718714
Merced-Mariposa Unit,,Arson,0.18,37.694768,-120.18284
Nevada-Yuba-Placer Unit,,Miscellaneous,1.6,39.108396,-121.303238
Nevada-Yuba-Placer Unit,,Children,0.1,38.736112,-121.392532
Orange County Fire Department,,Missing/Undefined,0.2,33.728805,-117.763708
Orange County Fire Department,,Arson,0.01,33.619457,-117.694703
Orange County Fire Department,,Miscellaneous,0.1,33.714075,-117.901089
Riverside Unit,,Missing/Undefined,1,33.627253,-117.316735
Riverside Unit,,Smoking,0.02,34.017882,-117.550493
Santa Clara Unit,,Arson,0.5,37.856082,-121.977796
Santa Clara Unit,,Miscellaneous,1,37.105517,-121.730233
Santa Clara Unit,,Missing/Undefined,0.25,37.089133,-121.603083
Shasta-Trinity Unit,,Missing/Undefined,0.1,40.711442,-121.937922
Shasta-Trinity Unit,,Missing/Undefined,0.2,40.477779,-122.45477
Siskiyou Unit,,Miscellaneous,0.1,41.271806,-122.33825
San Luis Obispo Unit,,Miscellaneous,1,35.536791,-120.696502
Tuolumne-Calaveras Unit,,Missing/Undefined,0.2,38.210593,-120.880034
Tuolumne-Calaveras Unit,,Debris Burning,1.2,38.129517,-120.568654
Tuolumne-Calaveras Unit,,Missing/Undefined,0.2,38.141334,-120.899199
Tuolumne-Calaveras Unit,,Missing/Undefined,0.5,37.786018,-120.275527
Tuolumne-Calaveras Unit,,Missing/Undefined,1,37.773611,-120.262222
Tehama-Glenn Unit,,Miscellaneous,0.25,39.58349,-122.523628
Tehama-Glenn Unit,,Miscellaneous,70,40.156623,-122.221736
Tehama-Glenn Unit,,Missing/Undefined,1,39.910001,-122.090733
Tehama-Glenn Unit,,Missing/Undefined,1,39.954349,-122.291238
Los Angeles County Fire Department,,Missing/Undefined,0.42,34.46124028,-118.6165981
Santa Clara Unit,0,Powerline,0.25,37.386317,-121.496033
Kern County Fire Department,,Smoking,7.6,35.45815,-119.0323333
Merced-Mariposa Unit,0,Miscellaneous,0.3,37.68735,-120.176717
Kern County Fire Department,,Missing/Undefined,0.1,34.81802742,-118.89441
Riverside Unit,0,Miscellaneous,0.25,33.954667,-116.8246
Kern County Fire Department,,Missing/Undefined,0.02,35.13945,-118.4535
Kern County Fire Department,,Miscellaneous,0.7,34.88771667,-118.907
Santa Clara Unit,0,Missing/Undefined,2,37.99285,-122.14455
Six Rivers National Forest,0,Arson,0.5,40.33361111,-123.395
San Bernardino National Forest,0,Equipment Use,0.1,34.28666667,-117.4511111
San Bernardino National Forest,0,Miscellaneous,0.5,33.62166667,-116.4072222
Sierra National Forest,0,Campfire,0.1,37.37055556,-119.5808333
Tahoe National Forest,0,Campfire,0.1,39.62444444,-120.6241667
Hoopa Valley Tribe,0,Campfire,0.1,41.0367,-123.6664
Hoopa Valley Tribe,0,Fireworks,0.1,41.0397,-123.6656
Hoopa Valley Tribe,0,Fireworks,0.2,41.0656,-123.6842
Hoopa Valley Tribe,0,Arson,1.5,41.0444,-123.6669
Northern California District,2,Powerline,1204,40.473717,-122.480664
Point Reyes National Seashore,10,Campfire,0.1,38.0264,-122.8875
Santa Monica Mountains National Recreation Area,0,Missing/Undefined,0.8,34.145,-118.8692
Tule River Agency,1,Miscellaneous,4.3,36.02883,-118.79697
Amador-El Dorado Unit,,Arson,5.8,38.69372,-120.818525
San Benito-Monterey Unit,,Equipment Use,0.25,36.76944,-121.41375
Butte Unit,,Missing/Undefined,0.2,39.727882,-121.817737
Butte Unit,,Missing/Undefined,0.02,39.370139,-121.465943
Butte Unit,,Missing/Undefined,1,39.366735,-121.692619
Butte Unit,,Children,0.1,39.479672,-121.524078
San Mateo-Santa Cruz Unit,,Children,0.01,36.959701,-122.031441
San Mateo-Santa Cruz Unit,,Miscellaneous,0.1,37.490578,-122.456217
San Mateo-Santa Cruz Unit,,Children,0.2,36.96149,-121.731255
Fresno-Kings Unit,,Miscellaneous,1,36.844809,-119.7331
Fresno-Kings Unit,,Miscellaneous,1,36.73465,-119.636906
Fresno-Kings Unit,,Miscellaneous,0.25,36.850278,-120.775556
Fresno-Kings Unit,,Missing/Undefined,3,36.702311,-119.817917
Lassen-Modoc Unit,,Equipment Use,0.25,41.249704,-120.905836
Lassen-Modoc Unit,,Children,0.2,40.237691,-121.204124
Sonoma-Lake Napa Unit,,Smoking,0.1,38.396577,-122.36175
Sonoma-Lake Napa Unit,,Campfire,0.5,38.581667,-122.882817
Mendocino Unit,,Missing/Undefined,2,39.120067,-123.119583
Merced-Mariposa Unit,,Miscellaneous,0.1,37.353283,-120.605182
Merced-Mariposa Unit,,Missing/Undefined,0.1,37.141619,-120.274377
Merced-Mariposa Unit,,Arson,7.2,37.039444,-119.781111
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.893243,-121.084065
Orange County Fire Department,,Smoking,0.01,33.748033,-117.864558
Riverside Unit,,Missing/Undefined,2,33.930789,-116.863067
Santa Clara Unit,,Missing/Undefined,1,37.449017,-121.802067
Shasta-Trinity Unit,,Miscellaneous,0.1,40.72649,-122.93471
Tuolumne-Calaveras Unit,,Miscellaneous,1,38.17982,-120.959594
Santa Clara Unit,0,Children,0.1,37.7722,-121.987083
Kern County Fire Department,,Missing/Undefined,0.01,35.52166667,-119.0733333
Lassen-Modoc Unit,0,Miscellaneous,4,41.10485,-121.325967
Mendocino Unit,0,Smoking,0.1,39.626,-123.78235
Kern County Fire Department,,Missing/Undefined,0.01,35.12583333,-118.4885
Sonoma-Lake Napa Unit,0,Miscellaneous,3,38.847753,-122.610996
Cleveland National Forest,0,Campfire,0.1,33.74527778,-117.5441667
Los Padres National Forest,0,Equipment Use,0.25,36.02972222,-121.5288889
Plumas National Forest,0,Miscellaneous,0.16,40.10833333,-120.9433333
San Bernardino National Forest,0,Equipment Use,0.1,34.2425,-117.4266667
San Bernardino National Forest,0,Equipment Use,0.1,34.24055556,-117.4302778
Hoopa Valley Tribe,1,Arson,20,41.0872,-123.7014
Point Reyes National Seashore,6,Miscellaneous,0.6,38.1189,-122.9139
Round Valley Tribe,0,Miscellaneous,0.1,39.8131,-123.2356
Amador-El Dorado Unit,,Miscellaneous,0.1,38.80267,-121.020599
Amador-El Dorado Unit,,Miscellaneous,0.2,38.78221,-120.60181
San Bernardino Unit,,Miscellaneous,1,33.930737,-117.659346
San Benito-Monterey Unit,,Miscellaneous,1,35.9789,-120.87858
Butte Unit,,Missing/Undefined,0.5,39.495073,-121.530537
Fresno-Kings Unit,,Missing/Undefined,1,36.623418,-119.772835
Humboldt-Del Norte Unit,,Miscellaneous,1,40.288637,-123.802733
Sonoma-Lake Napa Unit,,Missing/Undefined,0.1,38.826698,-122.193429
Merced-Mariposa Unit,,Arson,0.1,37.15515,-119.731669
Merced-Mariposa Unit,,Missing/Undefined,35,36.955619,-119.793939
Merced-Mariposa Unit,,Equipment Use,9.9,37.568889,-120.122222
Merced-Mariposa Unit,,Missing/Undefined,1,36.92366,-120.022078
Merced-Mariposa Unit,,Missing/Undefined,1,36.95283,-120.256077
Riverside Unit,,Missing/Undefined,0.1,33.952095,-117.239588
Riverside Unit,,Children,0.1,33.685712,-117.24096
Santa Clara Unit,,Missing/Undefined,0.1,38.0367,-122.2614
Shasta-Trinity Unit,,Miscellaneous,0.1,40.580278,-122.9275
Shasta-Trinity Unit,,Miscellaneous,1,40.492268,-122.283715
Tuolumne-Calaveras Unit,,Miscellaneous,1,37.839179,-120.86348
Tehama-Glenn Unit,,Missing/Undefined,0.75,40.190385,-122.209249
Humboldt-Del Norte Unit,0,Children,0.1,41.7506,-124.20465
Sonoma-Lake Napa Unit,,Miscellaneous,0.1,38.358868,-123.000775
Sonoma-Lake Napa Unit,0,Miscellaneous,7,38.950067,-122.601933
Santa Barbara County Fire Department,,Missing/Undefined,1.3,34.683333,-120.15
Angeles National Forest,0,Miscellaneous,0.13,34.74666667,-118.7952778
Lassen National Forest,0,Campfire,0.1,40.44444444,-121.0708333
Mendocino National Forest,26,Miscellaneous,29502,39.31833333,-122.7069444
San Bernardino National Forest,0,Equipment Use,0.1,34.15333333,-117.1869444
San Bernardino National Forest,0,Miscellaneous,1.5,34.33305556,-117.2491667
San Bernardino National Forest,0,Equipment Use,0.1,34.08444444,-117.0419444
Shasta-Trinity National Forest,0,Equipment Use,0.01,41.06888889,-122.3508333
Stanislaus National Forest,0,Campfire,0.01,38.41222222,-120.0847222
Tahoe National Forest,0,Miscellaneous,0.1,39.78194444,-120.1902778
Tahoe National Forest,0,Campfire,0.25,39.40138889,-120.1886111
Central California District,4,Powerline,1135,37.10583,-118.26453
Central California District,0,Miscellaneous,0.1,37.6119,-118.4007
Northern California District,0,Miscellaneous,100.2,40.3975,-122.1397
Tule River Agency,0,Miscellaneous,11,36.03225,-118.858
San Bernardino Unit,,Miscellaneous,0.1,34.116978,-117.159647
San Bernardino Unit,,Miscellaneous,2,37.48944,-118.6097
San Bernardino Unit,,Missing/Undefined,0.25,34.123856,-117.247024
Fresno-Kings Unit,,Arson,40,36.68573,-120.242598
Fresno-Kings Unit,,Miscellaneous,1.3,37.048611,-119.418611
Sonoma-Lake Napa Unit,,Missing/Undefined,0.32,38.402844,-123.03583
Sonoma-Lake Napa Unit,,Missing/Undefined,0.1,38.293678,-122.507408
Mendocino Unit,,Missing/Undefined,1,39.067222,-123.436667
Merced-Mariposa Unit,,Missing/Undefined,0.25,37.268349,-120.480673
Merced-Mariposa Unit,,Missing/Undefined,0.1,37.236732,-119.527642
Merced-Mariposa Unit,,Missing/Undefined,0.1,37.236732,-119.527642
Merced-Mariposa Unit,,Smoking,0.1,37.316621,-120.528226
Monte Vista Unit,,Missing/Undefined,25,32.574883,-116.919107
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.3,38.926389,-121.293333
Nevada-Yuba-Placer Unit,,Equipment Use,3,39.046311,-121.278746
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,39.131214,-121.07368
Riverside Unit,,Miscellaneous,1,33.64635,-117.356445
Riverside Unit,,Children,0.1,33.757778,-117.4725
Riverside Unit,,Miscellaneous,1,33.551367,-117.127197
Riverside Unit,,Children,0.1,33.757687,-117.472419
Riverside Unit,,Miscellaneous,2,33.722204,-116.944564
Shasta-Trinity Unit,,Missing/Undefined,0.5,40.751584,-122.320281
Shasta-Trinity Unit,,Miscellaneous,0.1,40.472549,-122.3118
Siskiyou Unit,,Missing/Undefined,0.2,41.278667,-122.344117
Siskiyou Unit,,Miscellaneous,1,41.777208,-122.58296
Tehama-Glenn Unit,,Miscellaneous,100,40.382849,-122.160759
Tehama-Glenn Unit,,Equipment Use,124,39.922869,-122.352989
Tehama-Glenn Unit,,Miscellaneous,4,39.87872,-122.197404
Tulare Unit,,Arson,1,36.274398,-119.090599
Amador-El Dorado Unit,0,Equipment Use,0.1,38.3133,-120.98075
Tehama-Glenn Unit,0,Equipment Use,166,39.5352,-122.342983
Angeles National Forest,0,Campfire,0.1,34.54472222,-118.5605556
Six Rivers National Forest,4,Miscellaneous,19.6,40.35416667,-123.4436111
Plumas National Forest,0,Miscellaneous,0.1,40.0075,-120.9475
San Bernardino National Forest,0,Miscellaneous,0.1,34.305,-117.4688889
San Bernardino National Forest,0,Equipment Use,0.25,33.58472222,-116.4705556
Shasta-Trinity National Forest,0,Debris Burning,0.25,41.35166667,-121.95
Tahoe National Forest,0,Campfire,0.5,39.07666667,-120.63
Central California District,0,Missing/Undefined,197,35.7358,-120.0269
Central California District,5,Arson,4185,39.35442,-122.39578
Central California District,0,Missing/Undefined,2,35.1161,-119.4736
Hoopa Valley Tribe,0,Arson,0.3,41.0539,-123.6847
Hoopa Valley Tribe,0,Arson,0.1,41.0417,-123.6714
Hoopa Valley Tribe,0,Arson,1,41.0367,-123.6697
Hoopa Valley Tribe,0,Arson,0.1,41.0506,-123.6797
Hoopa Valley Tribe,0,Arson,2,41.1006,-123.7111
Northern California District,0,Miscellaneous,0.1,40.0347,-120.078
Yosemite National Park,0,Campfire,0.1,38.0444,-119.5222
San Diego National Wildlife Refuge,0,Campfire,0.5,32.73916667,-116.9494444
San Bernardino Unit,,Missing/Undefined,5.1,34.42476,-117.146266
San Benito-Monterey Unit,,Missing/Undefined,1,36.821493,-121.630312
San Benito-Monterey Unit,,Miscellaneous,0.5,36.280622,-121.302949
Butte Unit,,Miscellaneous,100.5,39.573464,-121.518766
San Mateo-Santa Cruz Unit,,Miscellaneous,0.2,36.977409,-121.816364
Fresno-Kings Unit,,Miscellaneous,3,37.093474,-119.524258
Fresno-Kings Unit,,Debris Burning,0.25,36.377174,-120.357376
Sonoma-Lake Napa Unit,,Missing/Undefined,2,38.853248,-122.757943
Monte Vista Unit,,Missing/Undefined,0.5,32.647801,-116.462925
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.950299,-121.099869
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,38.813076,-121.312029
Riverside Unit,,Miscellaneous,1,33.728592,-117.176027
Riverside Unit,,Miscellaneous,0.1,33.922691,-116.668195
Riverside Unit,,Missing/Undefined,0.1,33.784326,-116.937255
Riverside Unit,,Smoking,1,33.725034,-117.15408
Riverside Unit,,Missing/Undefined,1,33.801169,-117.182473
Santa Clara Unit,,Miscellaneous,0.25,37.185833,-122.026389
Siskiyou Unit,,Missing/Undefined,0.04,41.253967,-122.132467
San Luis Obispo Unit,,Missing/Undefined,0.1,35.548827,-121.093915
San Luis Obispo Unit,,Missing/Undefined,1,35.734167,-120.286111
Tuolumne-Calaveras Unit,,Debris Burning,0.1,38.239683,-120.352391
Tulare Unit,,Miscellaneous,0.75,36.471719,-119.116699
Sonoma-Lake Napa Unit,0,Missing/Undefined,75,39.283233,-122.312333
Amador-El Dorado Unit,0,Miscellaneous,0.1,38.8978,-121.008683
Kern County Fire Department,,Missing/Undefined,1.96,35.11713333,-119.4756667
Amador-El Dorado Unit,0,Equipment Use,0.1,38.8916,-121.015517
Kern County Fire Department,,Smoking,29.4,34.85013333,-118.8965
Kern County Fire Department,,Missing/Undefined,0.1,35.2397,-118.689
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.25,39.03986,-120.958569
Angeles National Forest,0,Equipment Use,0.1,34.46222222,-117.8647222
Eldorado National Forest,0,Campfire,0.1,38.99944444,-120.3244444
Shasta-Trinity National Forest,19,Campfire,0.1,41.00555556,-122.9944444
Tahoe National Forest,1,Miscellaneous,0.9,39.37666667,-120.1569444
Central California District,1,Equipment Use,2545,35.8347,-120.2525
Hoopa Valley Tribe,0,Arson,0.1,41.0361,-123.6692
Hoopa Valley Tribe,0,Arson,0.1,41.0889,-123.7022
Hoopa Valley Tribe,0,Missing/Undefined,0.1,41.08922,-123.70219
Hoopa Valley Tribe,0,Missing/Undefined,0.1,41.08897,-123.70228
Hoopa Valley Tribe,1,Arson,2,41.06069,-123.68878
Hoopa Valley Tribe,1,Arson,5,41.04403,-123.68878
Hoopa Valley Tribe,1,Arson,0.1,41.06153,-123.6835
Amador-El Dorado Unit,,Miscellaneous,0.1,38.641787,-120.521708
San Bernardino Unit,,Miscellaneous,1,34.02991,-117.091065
San Benito-Monterey Unit,,Miscellaneous,0.15,36.380514,-121.0013
Butte Unit,,Debris Burning,1,39.520424,-121.591589
Butte Unit,,Missing/Undefined,0.5,39.476797,-121.530588
Butte Unit,,Miscellaneous,3,39.504167,-121.434722
Sonoma-Lake Napa Unit,,Missing/Undefined,0.1,39.134722,-122.488333
Merced-Mariposa Unit,,Children,0.15,37.459722,-119.954444
Merced-Mariposa Unit,,Miscellaneous,6.2,37.648333,-120.294722
Merced-Mariposa Unit,,Missing/Undefined,0.12,36.893326,-119.792532
Merced-Mariposa Unit,,Debris Burning,0.1,37.03256,-120.617563
Monte Vista Unit,,Missing/Undefined,12.7,32.681944,-116.505
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.15,38.931121,-121.094584
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,38.824347,-121.438307
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,38.743449,-121.35539
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,38.749942,-121.34402
Nevada-Yuba-Placer Unit,,Miscellaneous,0.18,39.061393,-120.960016
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,39.151205,-121.052167
Orange County Fire Department,,Equipment Use,0.01,33.770741,-117.873066
Orange County Fire Department,,Missing/Undefined,0.01,33.613117,-117.667265
Riverside Unit,,Missing/Undefined,0.1,33.946531,-117.29647
Riverside Unit,,Missing/Undefined,0.1,33.954133,-116.492535
Riverside Unit,,Missing/Undefined,1,33.93134,-116.826182
Riverside Unit,,Missing/Undefined,0.1,33.932991,-117.556241
Riverside Unit,,Children,1,33.698903,-117.338366
Riverside Unit,,Arson,0.1,33.92716,-116.860885
Santa Clara Unit,,Equipment Use,0.1,37.347667,-121.729167
Santa Clara Unit,,Miscellaneous,7,37.414722,-121.779444
Shasta-Trinity Unit,,Equipment Use,0.25,40.469807,-122.426138
Shasta-Trinity Unit,,Smoking,0.2,40.497152,-121.943211
Tuolumne-Calaveras Unit,,Equipment Use,0.1,37.688763,-120.330573
Mendocino Unit,0,Children,1,39.45465,-123.45465
Nevada-Yuba-Placer Unit,0,Powerline,0.8,39.389833,-121.176017
Shasta-Trinity Unit,0,Missing/Undefined,35,40.43178,-121.97822
Nevada-Yuba-Placer Unit,0,Miscellaneous,0.8,39.233899,-121.105609
Tehama-Glenn Unit,0,Miscellaneous,35,40.42411,-121.987709
Angeles National Forest,0,Equipment Use,0.1,34.24194444,-118.1888889
Cleveland National Forest,0,Equipment Use,0.01,33.77722222,-117.4863889
Eldorado National Forest,0,Equipment Use,0.1,38.925,-120.7886111
Modoc National Forest,3,Equipment Use,0.2,41.53416667,-121.1
Plumas National Forest,0,Miscellaneous,0.1,39.91583333,-121.1902778
Sierra National Forest,0,Miscellaneous,0.1,37.25194444,-119.1741667
Stanislaus National Forest,1,Miscellaneous,0.1,38.13277778,-119.9013889
Central California District,0,Missing/Undefined,0.1,35.5358,-119.0105
Amador-El Dorado Unit,,Smoking,0.1,38.687416,-120.669125
Amador-El Dorado Unit,,Miscellaneous,1,38.690977,-120.789299
Amador-El Dorado Unit,,Miscellaneous,1,38.766614,-120.934595
San Benito-Monterey Unit,,Miscellaneous,0.8,36.940759,-121.42702
Butte Unit,,Miscellaneous,0.3,39.622136,-121.693472
Butte Unit,,Arson,1,39.895895,-121.748196
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.2,37.042047,-122.150572
Fresno-Kings Unit,,Miscellaneous,0.1,37.1225,-119.314722
Humboldt-Del Norte Unit,,Missing/Undefined,2,41.278056,-123.816667
Los Angeles County Fire Department,,Smoking,0.11,34.279703,-118.418037
Sonoma-Lake Napa Unit,,Missing/Undefined,0.5,38.542971,-122.745712
Merced-Mariposa Unit,,Arson,0.5,36.9687,-120.067995
Merced-Mariposa Unit,,Missing/Undefined,1,37.020149,-119.79343
Merced-Mariposa Unit,,Equipment Use,1,37.384702,-120.713113
Merced-Mariposa Unit,,Missing/Undefined,1,37.01824,-120.12862
Merced-Mariposa Unit,,Equipment Use,1,37.384133,-120.713367
Merced-Mariposa Unit,,Missing/Undefined,0.1,37.338992,-119.585681
Merced-Mariposa Unit,,Miscellaneous,0.1,37.08258,-120.206705
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,38.743449,-121.35539
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,38.886555,-121.238009
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,39.143084,-121.583362
Riverside Unit,,Miscellaneous,0.1,33.706254,-117.119725
Riverside Unit,,Smoking,1,33.926755,-116.940465
Riverside Unit,,Equipment Use,1,33.955168,-116.471404
Riverside Unit,,Miscellaneous,0.1,33.73312,-116.948602
Riverside Unit,,Missing/Undefined,0.1,33.997043,-117.485499
Riverside Unit,,Missing/Undefined,0.5,33.815836,-117.243861
Riverside Unit,,Missing/Undefined,0.1,33.551407,-116.634863
Santa Clara Unit,,Miscellaneous,2.55,37.246017,-121.102967
Santa Clara Unit,,Debris Burning,7,37.399722,-121.646944
San Luis Obispo Unit,,Debris Burning,0.1,35.670871,-120.658634
Tuolumne-Calaveras Unit,,Missing/Undefined,115,37.698056,-120.468889
Tuolumne-Calaveras Unit,,Missing/Undefined,840,37.726667,-120.445556
Tuolumne-Calaveras Unit,,Miscellaneous,2,38.173648,-120.815391
Tehama-Glenn Unit,,Missing/Undefined,2,39.961309,-122.330879
Kern County Fire Department,,Missing/Undefined,1.01,35.28341667,-118.6228333
Amador-El Dorado Unit,0,Equipment Use,0.1,38.707317,-120.960967
Kern County Fire Department,,Powerline,0.15,35.51961667,-119.0775
Kern County Fire Department,,Powerline,11.15,35.53561667,-119.0098333
Kern County Fire Department,,Missing/Undefined,0.05,35.00851667,-118.9531667
Ventura County Fire Department,,Smoking,0.12,34.716666,-118.866666
Shasta-Trinity National Forest,8,Miscellaneous,1688,40.7775,-123.3308333
Shasta-Trinity National Forest,0,Arson,1,40.76861111,-122.3138889
Shasta-Trinity National Forest,0,Equipment Use,0.3,40.78388889,-123.3497222
Sierra National Forest,0,Campfire,0.1,37.41472222,-119.3838889
California Desert District,1,Missing/Undefined,45,33.89019,-116.85647
Central California District,0,Missing/Undefined,0.1,35.0981,-119.4455
Yosemite National Park,0,Campfire,0.1,37.86566,-119.46032
Amador-El Dorado Unit,,Miscellaneous,0.2,38.853132,-120.797514
Amador-El Dorado Unit,,Missing/Undefined,0.25,38.702293,-120.831645
San Bernardino Unit,,Children,1,34.082489,-116.53948
Fresno-Kings Unit,,Missing/Undefined,1,36.716996,-119.763699
Fresno-Kings Unit,,Smoking,1,36.255348,-120.103598
Humboldt-Del Norte Unit,,Missing/Undefined,0.18,41.25245,-123.77275
Sonoma-Lake Napa Unit,,Equipment Use,4,38.54,-122.005833
Sonoma-Lake Napa Unit,,Missing/Undefined,3.1,38.293678,-122.507408
Merced-Mariposa Unit,,Miscellaneous,1,37.415096,-120.511642
Merced-Mariposa Unit,,Miscellaneous,100,37.18577,-120.488188
Monte Vista Unit,,Missing/Undefined,0.1,32.592106,-116.583695
Monte Vista Unit,,Missing/Undefined,1,33.051139,-116.844835
Nevada-Yuba-Placer Unit,,Children,1,39.500833,-121.251389
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,38.853897,-121.209388
Nevada-Yuba-Placer Unit,,Miscellaneous,2650,39.050556,-120.897778
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,39.149166,-120.895555
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,39.134552,-121.589618
Nevada-Yuba-Placer Unit,,Miscellaneous,1,38.751745,-121.392675
Orange County Fire Department,,Missing/Undefined,0.1,33.741711,-117.913535
Riverside Unit,,Equipment Use,1,33.738429,-117.163046
Riverside Unit,,Arson,1,33.785,-117.400833
Shasta-Trinity Unit,,Equipment Use,2,40.4575,-122.006944
Shasta-Trinity Unit,,Miscellaneous,4,40.48318,-122.65898
Tuolumne-Calaveras Unit,,Miscellaneous,3,37.871535,-120.375477
Tuolumne-Calaveras Unit,,Miscellaneous,0.05,38.0019,-120.428578
Tehama-Glenn Unit,,Children,7,40.096183,-122.091042
Sonoma-Lake Napa Unit,0,Miscellaneous,1,38.439,-122.00175
Humboldt-Del Norte Unit,0,Powerline,1,40.895167,-123.7775
Kern County Fire Department,,Equipment Use,0.1,35.10528333,-119.4338333
Marin County Fire Department,,Equipment Use,0.1,38.05767805,-122.6956848
Orange County Fire Department,,Miscellaneous,0.01,33.883333,-117.916666
Tahoe National Forest,1,Equipment Use,1.5,39.62222222,-120.9458333
California Desert District,0,Miscellaneous,10.9,32.652667,-116.80843
Golden Gate National Recreation Area,0,Miscellaneous,0.1,37.8325,-122.4792
Round Valley Tribe,0,Structure,0.1,39.8,-123.2561
Amador-El Dorado Unit,,Miscellaneous,1.2,38.865278,-121.013611
San Benito-Monterey Unit,,Miscellaneous,32,36.5125,-121.275
Butte Unit,,Missing/Undefined,0.1,39.343652,-121.538227
Butte Unit,,Missing/Undefined,1,39.551552,-121.856663
Butte Unit,,Missing/Undefined,0.25,39.728611,-121.686111
Fresno-Kings Unit,,Arson,1,36.758403,-119.179267
Humboldt-Del Norte Unit,,Campfire,0.02,41.7825,-124.25194
Merced-Mariposa Unit,,Missing/Undefined,1,37.354155,-120.632133
Merced-Mariposa Unit,,Miscellaneous,0.1,36.96664,-119.91191
Nevada-Yuba-Placer Unit,,Missing/Undefined,2.5,39.356389,-121.326389
