NWCG_REPORTING_UNIT_NAME,DURATION,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE
Nevada-Yuba-Placer Unit,,Miscellaneous,5,39.205737,-121.107503
Nevada-Yuba-Placer Unit,,Miscellaneous,4,38.873097,-121.131433
Santa Clara Unit,,Miscellaneous,1,37.70065,-121.611183
Santa Clara Unit,,Miscellaneous,0.01,38.0071,-122.2707
Shasta-Trinity Unit,,Miscellaneous,0.25,40.457139,-123.1621
Siskiyou Unit,,Debris Burning,0.1,41.624367,-122.816667
Tuolumne-Calaveras Unit,,Missing/Undefined,0.12,38.141296,-120.462568
Tulare Unit,,Miscellaneous,1.04,36.419167,-118.921667
Kern County Fire Department,,Missing/Undefined,0.2,35.50043333,-119.0358333
Amador-El Dorado Unit,0,Smoking,0.1,38.824317,-120.888283
Santa Clara Unit,0,Missing/Undefined,1,38.002817,-121.946083
Plumas National Forest,0,Miscellaneous,0.1,40.00416667,-121.2427778
Shasta-Trinity National Forest,0,Children,0.25,41.35194444,-122.3097222
Sierra National Forest,0,Miscellaneous,0.1,37.13805556,-118.9583333
Sierra National Forest,0,Campfire,0.1,37.42777778,-118.9933333
Central California District,0,Missing/Undefined,8.5,35.78,-119.9678
Central California District,0,Lightning,0.1,36.1881,-118.0939
Central California District,0,Lightning,0.1,37.8693,-118.5746
Hoopa Valley Tribe,0,Arson,0.1,41.0267,-123.6631
Hoopa Valley Tribe,1,Arson,0.1,41.0539,-123.6844
Yosemite National Park,0,Campfire,0.1,37.66136,-119.6158
Amador-El Dorado Unit,,Smoking,0.05,38.682171,-120.999482
San Bernardino Unit,,Lightning,0.1,34.40375,-117.183167
San Bernardino Unit,,Missing/Undefined,2,37.165,-118.288611
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.1,37.40921,-122.1946
San Mateo-Santa Cruz Unit,,Miscellaneous,1,37.135,-122.127667
Fresno-Kings Unit,,Miscellaneous,1,36.672222,-119.069722
Fresno-Kings Unit,,Miscellaneous,1,36.871667,-119.512222
Fresno-Kings Unit,,Debris Burning,1,36.62364,-119.7548
Fresno-Kings Unit,,Missing/Undefined,1,36.895449,-119.669054
Fresno-Kings Unit,,Arson,1,36.7625,-119.138611
Humboldt-Del Norte Unit,,Missing/Undefined,0.2,40.1009,-123.790533
Sonoma-Lake Napa Unit,,Miscellaneous,0.1,38.490455,-122.003538
Mendocino Unit,,Missing/Undefined,1,39.655847,-123.527852
Mendocino Unit,,Arson,0.25,39.655847,-123.527852
Merced-Mariposa Unit,,Miscellaneous,0.25,37.08341,-120.301348
Merced-Mariposa Unit,,Missing/Undefined,1,37.239469,-119.54606
Merced-Mariposa Unit,,Miscellaneous,26,37.431799,-120.506719
Nevada-Yuba-Placer Unit,,Missing/Undefined,4,38.840045,-121.143156
Nevada-Yuba-Placer Unit,,Missing/Undefined,2,39.227885,-121.414054
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,38.952067,-121.270601
Riverside Unit,,Smoking,0.1,33.519089,-117.169842
Santa Clara Unit,,Missing/Undefined,7,37.556765,-121.887071
San Luis Obispo Unit,,Miscellaneous,1.9,35.470733,-120.226892
San Luis Obispo Unit,,Missing/Undefined,1,35.659481,-120.560856
San Luis Obispo Unit,,Missing/Undefined,0.1,35.098997,-120.576553
Tuolumne-Calaveras Unit,,Equipment Use,14,38.103579,-120.945022
San Mateo-Santa Cruz Unit,0,Equipment Use,0.1,37.495983,-122.4577
Humboldt-Del Norte Unit,0,Debris Burning,1,41.75255,-124.181667
Sonoma-Lake Napa Unit,,Miscellaneous,1,39.118056,-122.8325
Ventura County Fire Department,,Smoking,0.12,34.716666,-118.866666
Cleveland National Forest,0,Miscellaneous,0.1,32.84222222,-116.7016667
Six Rivers National Forest,1,Campfire,0.1,40.28222222,-123.3416667
Plumas National Forest,0,Miscellaneous,1.5,39.97305556,-120.9288889
Sequoia National Forest,0,Campfire,0.1,35.55055556,-118.6152778
Sequoia National Forest,0,Miscellaneous,2,35.59638889,-118.5122222
Shasta-Trinity National Forest,0,Campfire,0.01,40.35222222,-123.3011111
Sierra National Forest,0,Miscellaneous,0.1,37.40944444,-119.6291667
Lake Tahoe Basin Management Unit,0,Debris Burning,0.1,38.85777778,-120.0425
Central California District,0,Equipment Use,3,35.4908,-119.0419
Hoopa Valley Tribe,0,Debris Burning,0.1,41.0322,-123.6681
Hoopa Valley Tribe,0,Arson,0.5,41.1281,-123.6881
Northern California District,1,Missing/Undefined,60,40.5417,-122.4061
Northern California District,0,Miscellaneous,0.1,40.5853,-122.4525
Tule River Agency,1,Miscellaneous,0.5,36.04158,-118.76617
San Bernardino Unit,,Miscellaneous,5,36.560823,-118.052625
San Benito-Monterey Unit,,Miscellaneous,3,36.84856,-121.452781
San Benito-Monterey Unit,,Debris Burning,0.12,36.82135,-121.57135
Butte Unit,,Miscellaneous,1,39.3488,-121.68782
Butte Unit,,Miscellaneous,1,39.382653,-121.595361
Fresno-Kings Unit,,Missing/Undefined,0.25,36.608409,-119.529799
Fresno-Kings Unit,,Smoking,1,36.881018,-119.683998
Fresno-Kings Unit,,Arson,27,36.756389,-119.164722
Humboldt-Del Norte Unit,,Missing/Undefined,1,40.3536,-123.92255
Mendocino Unit,,Arson,1,39.655847,-123.527852
Merced-Mariposa Unit,,Missing/Undefined,1,37.6425,-120.325833
Nevada-Yuba-Placer Unit,,Missing/Undefined,1.5,38.870594,-121.132071
Riverside Unit,,Arson,0.1,33.921609,-116.900865
Riverside Unit,,Missing/Undefined,0.1,33.523789,-117.163615
Riverside Unit,,Missing/Undefined,0.1,33.6713,-116.166461
Riverside Unit,,Miscellaneous,1,33.605429,-117.2948
Shasta-Trinity Unit,,Children,0.6,40.755833,-122.322222
San Luis Obispo Unit,,Missing/Undefined,1,35.310832,-120.829573
Los Angeles County Fire Department,,Missing/Undefined,0.24,34.43060938,-118.588944
Los Angeles County Fire Department,,Missing/Undefined,0.24,34.43060938,-118.588944
Kern County Fire Department,,Equipment Use,5,35.11713333,-118.373
Humboldt-Del Norte Unit,0,Powerline,4.5,40.969333,-123.841133
Kern County Fire Department,,Missing/Undefined,3,35.48796667,-119.0385
Siskiyou Unit,0,Missing/Undefined,5,41.77425,-122.58215
Ventura County Fire Department,,Missing/Undefined,0.12,34.7,-118.966666
Sonoma-Lake Napa Unit,1,Miscellaneous,0.15,38.507797,-122.929782
Humboldt-Toiyabe National Forest,0,Campfire,0.1,38.7125,-119.8894444
Shasta-Trinity National Forest,0,Miscellaneous,0.5,40.78444444,-123.3369444
Stanislaus National Forest,0,Miscellaneous,0.1,38.41194444,-120.0361111
Hoopa Valley Tribe,1,Arson,1,41.0875,-123.6936
Hoopa Valley Tribe,1,Arson,4,41.0869,-123.6983
Sequoia & Kings Canyon National Parks,94,Lightning,325,36.8753,-118.4733
Northern California District,1,Missing/Undefined,68,41.9285,-120.0647
Amador-El Dorado Unit,,Equipment Use,1.8,38.795556,-121.025278
San Benito-Monterey Unit,,Miscellaneous,0.1,36.114987,-121.1288
San Mateo-Santa Cruz Unit,,Campfire,0.02,36.897122,-121.769321
Fresno-Kings Unit,,Missing/Undefined,0.1,36.089952,-120.117197
Sonoma-Lake Napa Unit,,Miscellaneous,0.7,38.261685,-122.700881
Sonoma-Lake Napa Unit,,Miscellaneous,1,38.602643,-122.631483
Mendocino Unit,,Arson,13.7,39.631333,-123.487567
Merced-Mariposa Unit,,Miscellaneous,0.1,37.418884,-120.868157
Merced-Mariposa Unit,,Miscellaneous,0.5,37.342619,-120.913963
Merced-Mariposa Unit,,Miscellaneous,1,36.986329,-120.01956
Nevada-Yuba-Placer Unit,,Arson,1,39.326237,-120.201497
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,39.219558,-121.585692
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,39.345445,-121.332569
Riverside Unit,,Missing/Undefined,1,33.924673,-116.5972
Tuolumne-Calaveras Unit,,Children,24,37.949722,-120.42
Tehama-Glenn Unit,,Missing/Undefined,0.25,39.846281,-122.197339
Amador-El Dorado Unit,0,Equipment Use,0.1,38.234917,-121.12685
Amador-El Dorado Unit,0,Equipment Use,0.1,38.60815,-121.167283
Kern County Fire Department,,Miscellaneous,0.01,34.84833333,-118.8988333
Fresno-Kings Unit,0,Powerline,55,36.218917,-120.389517
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.882695,-121.314087
Cleveland National Forest,0,Campfire,0.01,33.6825,-117.5036111
Klamath National Forest,0,Arson,0.4,41.78777778,-123.3952778
Six Rivers National Forest,0,Arson,0.12,41.27611111,-123.5552778
Shasta-Trinity National Forest,0,Campfire,0.01,40.36722222,-123.3166667
Shasta-Trinity National Forest,0,Campfire,0.1,41.24638889,-122.3788889
Central California District,2,Miscellaneous,620,35.3872,-120.5564
Round Valley Tribe,0,Arson,0.5,39.7911,-123.2753
Round Valley Tribe,0,Arson,0.1,39.8197,-123.2022
Tule River Agency,0,Miscellaneous,0.3,36.02308,-118.80614
Yosemite National Park,0,Miscellaneous,0.1,37.728,-119.62
San Luis National Wildlife Refuge,0,Missing/Undefined,1,37.3425,-120.9138889
San Diego National Wildlife Refuge,0,Missing/Undefined,3,32.65194444,-116.8630556
Butte Unit,,Arson,18.4,39.431923,-121.46852
Butte Unit,,Missing/Undefined,0.25,39.437467,-121.542839
Fresno-Kings Unit,,Missing/Undefined,0.1,36.647048,-120.388098
Fresno-Kings Unit,,Missing/Undefined,0.1,36.716996,-119.763699
Sonoma-Lake Napa Unit,,Smoking,1,38.42095,-122.955367
Mendocino Unit,,Miscellaneous,1,39.212364,-123.306982
Merced-Mariposa Unit,,Equipment Use,0.1,37.069662,-120.528442
Merced-Mariposa Unit,,Missing/Undefined,1,37.083439,-120.365098
Merced-Mariposa Unit,,Equipment Use,0.25,37.049429,-120.326447
Monte Vista Unit,,Missing/Undefined,2,33.290318,-117.068377
Riverside Unit,,Missing/Undefined,0.25,33.932523,-116.902093
Riverside Unit,,Missing/Undefined,0.1,33.984277,-116.583317
Riverside Unit,,Miscellaneous,1,33.786603,-117.215303
Riverside Unit,,Miscellaneous,1,33.923536,-116.687384
Riverside Unit,,Missing/Undefined,1,33.922098,-116.543109
Riverside Unit,,Miscellaneous,1,33.961321,-116.590781
Santa Clara Unit,,Miscellaneous,1,37.10285,-121.627817
Siskiyou Unit,,Debris Burning,1,41.550683,-122.608367
Tuolumne-Calaveras Unit,,Miscellaneous,1,38.174087,-120.663192
Tehama-Glenn Unit,,Equipment Use,94.2,40.111944,-122.231111
Kern County Fire Department,,Powerline,2,35.48518333,-119.0363333
Sonoma-Lake Napa Unit,0,Equipment Use,0.5,39.039417,-122.7649
Kern County Fire Department,,Children,0.5,35.43555,-118.8793333
Kern County Fire Department,,Miscellaneous,47.7,35.69183333,-120.1243333
Los Angeles County Fire Department,,Smoking,0.01,33.983333,-118.183333
Kern County Fire Department,,Missing/Undefined,0.1,35.60916667,-118.9468333
Cleveland National Forest,0,Equipment Use,0.01,32.83833333,-116.6811111
Klamath National Forest,0,Arson,0.15,41.67333333,-122.0994444
Klamath National Forest,0,Arson,0.15,41.67555556,-122.0994444
Lassen National Forest,0,Miscellaneous,0.5,40.75583333,-121.4947222
Sierra National Forest,0,Campfire,0.1,37.06944444,-119.1602778
Stanislaus National Forest,0,Miscellaneous,0.06,38.09166667,-120.3527778
Central California District,3,Equipment Use,1428,35.1108,-118.3208
Tule River Agency,0,Miscellaneous,0.1,36.03411,-118.78142
Tule River Agency,1,Miscellaneous,0.6,36.0975,-118.6703
Amador-El Dorado Unit,,Missing/Undefined,0.1,38.694729,-120.977783
Butte Unit,,Miscellaneous,0.1,39.646015,-121.800163
Fresno-Kings Unit,,Equipment Use,1,36.12801,-120.202364
Humboldt-Del Norte Unit,,Lightning,0.1,40.28501,-123.74168
Sonoma-Lake Napa Unit,,Missing/Undefined,0.25,38.306902,-122.232827
Merced-Mariposa Unit,,Missing/Undefined,1,36.995689,-119.893669
Merced-Mariposa Unit,,Smoking,1,36.92366,-120.02176
Monte Vista Unit,,Miscellaneous,1,32.617657,-116.18448
Nevada-Yuba-Placer Unit,,Miscellaneous,0.1,38.838992,-121.325842
Riverside Unit,,Missing/Undefined,1,33.792838,-117.001607
Riverside Unit,,Missing/Undefined,0.48,33.968056,-117.263889
Tuolumne-Calaveras Unit,,Missing/Undefined,6,37.838889,-120.50748
Tehama-Glenn Unit,,Equipment Use,0.1,39.929977,-122.420477
Tehama-Glenn Unit,,Miscellaneous,1,39.938649,-122.145269
Tehama-Glenn Unit,,Miscellaneous,1,39.938649,-122.145269
Tehama-Glenn Unit,,Miscellaneous,1,39.938649,-122.145269
Tehama-Glenn Unit,,Miscellaneous,1,39.938649,-122.145269
Tehama-Glenn Unit,,Miscellaneous,15,39.960684,-122.137485
San Mateo-Santa Cruz Unit,0,Missing/Undefined,0.3,37.411733,-122.2038
Angeles National Forest,0,Arson,1.5,34.43666667,-118.3225
Angeles National Forest,0,Smoking,0.1,34.56305556,-118.4002778
Lassen National Forest,0,Smoking,0.1,40.58888889,-121.0891667
Six Rivers National Forest,0,Arson,0.1,40.45972222,-123.4788889
Six Rivers National Forest,0,Miscellaneous,0.25,41.28916667,-123.5677778
Plumas National Forest,0,Miscellaneous,0.13,39.81444444,-121.0927778
San Bernardino National Forest,0,Miscellaneous,0.01,34.24055556,-117.2861111
Sierra National Forest,0,Campfire,0.1,37.47861111,-119.6325
Hoopa Valley Tribe,0,Campfire,0.1,41.0208,-123.6364
Hoopa Valley Tribe,0,Campfire,0.1,41.0281,-123.6536
Northern California District,8,Miscellaneous,1151,40.7303,-120.2864
Amador-El Dorado Unit,,Missing/Undefined,0.1,38.655017,-121.04254
Amador-El Dorado Unit,,Equipment Use,0.08,38.663692,-121.079967
San Benito-Monterey Unit,,Miscellaneous,1,36.275995,-121.185544
Fresno-Kings Unit,,Equipment Use,37,36.801316,-119.388179
Merced-Mariposa Unit,,Smoking,0.1,37.008479,-120.11054
Nevada-Yuba-Placer Unit,,Missing/Undefined,1,38.895849,-121.277559
Riverside Unit,,Missing/Undefined,1,33.961326,-116.590431
Riverside Unit,,Missing/Undefined,1,33.665362,-116.958353
Riverside Unit,,Debris Burning,1,33.85387,-117.374698
Riverside Unit,,Missing/Undefined,1,33.860504,-117.313855
Riverside Unit,,Miscellaneous,3,33.887929,-117.273838
San Luis Obispo Unit,,Missing/Undefined,0.25,35.662281,-120.692455
Los Angeles County Fire Department,,Smoking,0.24,34.57195582,-118.1335273
Tulare Unit,0,Powerline,1.88,36.0494,-118.8572
Kern County Fire Department,,Smoking,0.12,34.95,-118.233333
Los Angeles County Fire Department,,Missing/Undefined,1,34.733333,-118.566666
Six Rivers National Forest,1,Lightning,0.1,41.64416667,-123.7966667
San Bernardino National Forest,0,Miscellaneous,0.1,33.90027778,-116.8533333
Sequoia National Forest,0,Miscellaneous,0.5,35.55083333,-118.6155556
Sequoia National Forest,0,Miscellaneous,0.1,35.58166667,-118.5544444
Sequoia National Forest,1,Arson,0.25,35.7025,-118.4477778
Stanislaus National Forest,0,Campfire,1.3,38.20166667,-119.9338889
Hoopa Valley Tribe,0,Arson,0.5,41.0517,-123.6725
Mojave National Preserve,0,Equipment Use,0.1,35.4129,-115.38005
Amador-El Dorado Unit,,Missing/Undefined,2,38.763025,-120.878261
San Benito-Monterey Unit,,Arson,14.25,36.718056,-121.592222
Butte Unit,,Miscellaneous,30,39.55791,-121.598439
Sonoma-Lake Napa Unit,,Equipment Use,1,38.789136,-122.566978
Merced-Mariposa Unit,,Missing/Undefined,0.2,37.250858,-119.51982
Monte Vista Unit,,Missing/Undefined,1,32.599476,-116.734174
Nevada-Yuba-Placer Unit,,Miscellaneous,0.1,39.389862,-121.083753
Nevada-Yuba-Placer Unit,,Missing/Undefined,100,39.149578,-121.601011
Nevada-Yuba-Placer Unit,,Miscellaneous,0.25,38.825396,-121.124948
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.25,38.902818,-121.119852
Orange County Fire Department,,Missing/Undefined,0.01,33.487194,-117.682499
Orange County Fire Department,,Arson,0.01,33.657264,-117.8214
Riverside Unit,,Missing/Undefined,1,33.656544,-116.199289
Shasta-Trinity Unit,,Missing/Undefined,0.08,40.834024,-121.925592
Tehama-Glenn Unit,,Debris Burning,0.25,39.855685,-122.170615
Kern County Fire Department,,Missing/Undefined,0.01,34.81778333,-118.8768333
Monte Vista Unit,1,Missing/Undefined,36,32.56725,-116.744967
Santa Barbara County Fire Department,,Powerline,1,34.46552106,-119.8008703
Kern County Fire Department,,Arson,0.01,35.75756667,-118.4208333
Kern County Fire Department,,Equipment Use,0.25,35.3169,-118.392
Monte Vista Unit,,Miscellaneous,2.2,32.646501,-116.10606
Kern County Fire Department,,Lightning,0.01,34.82768333,-118.881
Angeles National Forest,0,Equipment Use,0.1,34.49472222,-118.2769444
Angeles National Forest,0,Equipment Use,0.25,34.50083333,-118.1197222
Klamath National Forest,0,Lightning,0.3,41.92861111,-123.3838889
Shasta-Trinity National Forest,0,Lightning,0.01,41.24694444,-122.5163889
Sierra National Forest,0,Campfire,0.1,37.38194444,-119.5533333
Tahoe National Forest,0,Campfire,0.1,39.3025,-120.1822222
California Desert District,0,Miscellaneous,2.2,32.650226,-116.116486
Northern California District,0,Missing/Undefined,0.1,41.5831,-120.0411
Yosemite National Park,0,Campfire,0.1,37.71598,-119.65074
Amador-El Dorado Unit,,Missing/Undefined,20.3,38.350758,-121.114245
San Benito-Monterey Unit,,Equipment Use,0.01,36.933095,-121.388156
Butte Unit,,Missing/Undefined,1,39.535089,-121.340059
Butte Unit,,Missing/Undefined,0.1,39.447435,-121.390767
Fresno-Kings Unit,,Missing/Undefined,1,36.619507,-119.547746
Humboldt-Del Norte Unit,,Arson,0.5,41.268333,-123.784444
Humboldt-Del Norte Unit,,Arson,0.1,41.257167,-123.775
Sonoma-Lake Napa Unit,,Miscellaneous,0.1,38.307409,-123.0115
Mendocino Unit,,Missing/Undefined,0.25,39.125236,-123.208808
Merced-Mariposa Unit,,Missing/Undefined,0.25,37.464875,-120.495689
Merced-Mariposa Unit,,Missing/Undefined,1,37.487511,-120.757225
Merced-Mariposa Unit,,Arson,1,36.83685,-120.055819
Nevada-Yuba-Placer Unit,,Debris Burning,5,39.169865,-121.597582
Riverside Unit,,Missing/Undefined,0.5,33.717098,-117.211768
Riverside Unit,,Smoking,50,33.961321,-116.590781
Riverside Unit,,Missing/Undefined,0.25,33.656544,-116.199289
Santa Clara Unit,,Missing/Undefined,0.3,36.996256,-121.500902
Santa Clara Unit,,Smoking,1,37.086421,-121.597688
Siskiyou Unit,,Debris Burning,0.4,41.646111,-122.977222
Tehama-Glenn Unit,,Equipment Use,8,40.055725,-122.151717
Los Angeles County Fire Department,,Equipment Use,0.24,34.39846761,-118.529238
Kern County Fire Department,,Miscellaneous,0.5,35.52138333,-119.0733333
Siskiyou Unit,0,Missing/Undefined,0.1,41.788,-122.65495
Fresno-Kings Unit,,Miscellaneous,5,36.743911,-119.234294
Kern County Fire Department,,Smoking,0.12,34.933333,-118.216666
Los Angeles County Fire Department,,Equipment Use,0.12,34.816666,-118.466666
Monte Vista Unit,0,Missing/Undefined,0.1,33.233849,-117.150597
San Bernardino National Forest,0,Campfire,0.1,34.11,-116.8861111
Shasta-Trinity National Forest,0,Miscellaneous,0.01,40.83444444,-122.3516667
Sierra National Forest,0,Campfire,0.2,37.38888889,-119.5436111
Stanislaus National Forest,29,Arson,0.1,38.26666667,-120.3663889
Stanislaus National Forest,1,Equipment Use,0.5,38.0475,-120.0483333
Central California District,0,Missing/Undefined,3,34.9167,-118.925
Lassen Volcanic National Park,0,Campfire,0.1,40.34527,-121.61301
Point Reyes National Seashore,1,Campfire,1.3,38.0267,-122.8828
Round Valley Tribe,0,Arson,0.3,39.8242,-123.2411
Amador-El Dorado Unit,,Miscellaneous,0.1,38.902374,-120.835666
San Bernardino Unit,,Missing/Undefined,0.05,34.121221,-117.200525
Butte Unit,,Missing/Undefined,0.5,39.4475,-121.39
Butte Unit,,Children,0.5,39.491944,-121.456667
Fresno-Kings Unit,,Miscellaneous,19,36.742222,-119.135833
Fresno-Kings Unit,,Missing/Undefined,0.5,36.688219,-119.7455
Humboldt-Del Norte Unit,,Missing/Undefined,7.6,40.310117,-124.23925
Humboldt-Del Norte Unit,,Arson,0.18,41.269517,-123.7852
Lassen-Modoc Unit,,Missing/Undefined,0.04,40.311083,-121.193183
Sonoma-Lake Napa Unit,,Miscellaneous,1,38.550105,-122.667852
Sonoma-Lake Napa Unit,,Equipment Use,520,38.817685,-122.206996
Sonoma-Lake Napa Unit,,Miscellaneous,0.1,38.338641,-122.837662
Merced-Mariposa Unit,,Missing/Undefined,0.1,37.265347,-120.469695
Merced-Mariposa Unit,,Missing/Undefined,0.5,37.225108,-120.379697
Monte Vista Unit,,Missing/Undefined,0.1,32.821555,-116.826823
Nevada-Yuba-Placer Unit,,Missing/Undefined,200,39.294144,-121.51876
Nevada-Yuba-Placer Unit,,Debris Burning,1,39.354833,-120.983167
Riverside Unit,,Smoking,0.12,33.747262,-117.189495
Riverside Unit,,Miscellaneous,0.25,33.683981,-117.253808
Riverside Unit,,Miscellaneous,0.1,33.836923,-117.123602
Riverside Unit,,Missing/Undefined,2,33.51974,-116.112878
Riverside Unit,,Missing/Undefined,1,33.955884,-116.470893
Santa Clara Unit,,Missing/Undefined,0.01,37.780206,-121.967382
Tuolumne-Calaveras Unit,,Miscellaneous,1,37.989417,-120.333015
Tuolumne-Calaveras Unit,,Arson,1,37.665278,-120.485833
Tehama-Glenn Unit,,Equipment Use,4,40.272222,-122.343611
Tulare Unit,,Miscellaneous,5.6,36.007758,-118.910868
Kern County Fire Department,,Missing/Undefined,1.82,34.92675,-118.9251667
Los Angeles County Fire Department,,Miscellaneous,0.12,34.316666,-118.183333
Amador-El Dorado Unit,0,Equipment Use,0.13,38.645116,-120.874254
Marin County Fire Department,,Children,2,38.05786691,-122.8114455
Inyo National Forest,1,Lightning,0.1,37.77138889,-118.8894444
Inyo National Forest,2,Lightning,0.1,37.73416667,-118.6997222
San Bernardino National Forest,0,Miscellaneous,9.5,33.49972222,-116.8005556
Shasta-Trinity National Forest,0,Campfire,0.01,41.35083333,-122.2508333
Stanislaus National Forest,0,Campfire,0.01,37.87,-119.8663889
Lake Tahoe Basin Management Unit,3,Arson,0.1,38.79611111,-120.0130556
Central California District,2,Lightning,19,38.1428,-119.0994
Central California District,0,Lightning,0.1,38.16422,-119.13028
Central California District,1,Lightning,0.1,37.9247,-118.57353
Sequoia & Kings Canyon National Parks,0,Structure,0.1,36.4683,-118.6466
